date,AJKMM1 Comdty,CLA Comdty,COA Comdty,NGA Comdty,TZTA Comdty
2021-09-27,,54.37,59.54,2.97,20.617
2021-09-28,,54.47,59.64,2.893,20.726
2021-09-29,,54.85,60.16,2.904,20.788
2021-09-30,,54.3,59.65,2.911,21.317
2021-10-01,,55.17,60.5,2.901,21.142
2021-10-04,,55.5,60.83,2.91,21.609
2021-10-05,,55.72,61.12,2.925,21.645
2021-10-06,,54.4,59.72,2.963,20.05
2021-10-07,,54.79,60.11,2.963,21.243
2021-10-08,,55.32,60.56,3.004,20.896
2021-10-11,,56.26,61.64,2.99,20.824
2021-10-12,,56.91,62.26,2.975,21.38
2021-10-13,,57.27,62.63,2.98,21.046
2021-10-14,,57.45,62.64,3.015,21.153
2021-10-15,,57.01,62.19,3.024,22.027
2021-10-18,,56.99,62.11,3.03,21.488
2021-10-19,,56.67,61.82,3.014,21.235
2021-10-20,,57.65,62.92,3.017,21.249
2021-10-21,,57.61,63.0,3.03,20.871
2021-10-22,,58.11,63.5,3.035,20.837
2021-10-25,,59.12,64.52,3.078,20.987
2021-10-26,,59.3,64.76,3.056,21.074
2021-10-27,,58.75,64.16,2.993,20.937
2021-10-28,,58.43,63.76,2.994,20.891
2021-10-29,,57.12,62.38,2.945,20.794
2021-11-01,,57.49,62.69,2.84,20.818
2021-11-02,,57.52,62.62,2.901,20.753
2021-11-03,,57.73,62.52,2.895,20.699
2021-11-04,,59.37,64.25,2.919,20.364
2021-11-05,,60.49,65.39,2.907,20.506
2021-11-08,,60.93,65.99,2.96,20.558
2021-11-09,,60.99,66.09,2.956,20.307
2021-11-10,,60.18,65.43,2.982,20.405
2021-11-11,,60.5,65.97,2.999,20.481
2021-11-12,,59.93,65.55,2.95,20.531
2021-11-15,,60.33,65.86,2.963,20.378
2021-11-16,,60.51,66.19,3.034,20.384
2021-11-17,,60.49,65.94,2.965,20.2
2021-11-18,,60.43,65.98,2.953,20.502
2021-11-19,,59.24,64.8,2.927,20.566
2021-11-22,,59.45,64.88,2.909,20.288
2021-11-23,,60.05,65.58,2.956,20.71
2021-11-24,,60.21,65.69,2.954,20.549
2021-11-25,,,66.68,,20.704
2021-11-26,,58.36,64.18,2.993,20.398
2021-11-29,,59.26,64.99,2.985,21.083
2021-11-30,,56.58,62.19,2.958,20.588
2021-12-01,,56.99,62.69,2.966,20.607
2021-12-02,,57.23,62.88,2.97,20.733
2021-12-03,,58.6,64.11,2.98,20.844
2021-12-06,,59.59,65.09,2.952,21.106
2021-12-07,,61.24,66.71,2.956,21.35
2021-12-08,,61.51,67.05,2.915,21.608
2021-12-09,,60.72,66.36,2.955,21.085
2021-12-10,,60.49,66.1,2.989,21.501
2021-12-13,,60.57,66.19,2.893,21.761
2021-12-14,,60.54,65.92,2.931,21.229
2021-12-15,,59.82,65.18,2.937,21.208
2021-12-16,,59.18,64.68,2.954,22.041
2021-12-17,,57.93,63.55,2.967,22.433
2021-12-20,,57.3,63.0,2.982,22.831
2021-12-21,,58.38,64.15,2.966,22.275
2021-12-22,,57.86,63.66,2.967,21.317
2021-12-23,,58.33,64.3,2.93,21.019
2021-12-24,,,63.37,,20.644
2021-12-27,,59.29,65.09,2.916,20.685
2021-12-28,,58.99,64.9,2.932,20.467
2021-12-29,,59.5,65.39,2.954,20.68
2021-12-30,,59.41,65.37,2.942,20.205
2021-12-31,,58.09,64.09,2.916,20.347
2022-01-03,,59.13,64.98,2.928,21.541
2022-01-04,,59.77,65.75,2.927,21.755
2022-01-05,,59.42,65.33,2.931,21.986
2022-01-06,,59.66,65.67,2.945,22.227
2022-01-07,,59.47,65.71,2.978,22.092
2022-01-10,,59.16,65.33,2.983,22.442
2022-01-11,,60.1,66.23,2.972,22.518
2022-01-12,,59.93,66.0,2.947,23.108
2022-01-13,,60.2,66.0,2.95,23.211
2022-01-14,,60.54,66.32,2.926,22.997
2022-01-17,,,66.55,,23.155
2022-01-18,,61.23,67.21,2.945,23.161
2022-01-19,,61.42,67.35,2.992,22.73
2022-01-20,,62.42,68.09,2.995,22.64
2022-01-21,,62.99,68.67,2.983,22.814
2022-01-24,,62.85,68.47,2.972,22.436
2022-01-25,,63.82,69.39,2.992,22.68
2022-01-26,,64.13,69.53,2.993,22.79
2022-01-27,,63.77,69.01,2.978,22.939
2022-01-28,,63.49,68.78,2.971,23.87
2022-01-31,,64.01,69.32,2.97,23.749
2022-02-01,,64.18,69.46,2.955,23.0
2022-02-02,,64.36,69.66,2.974,23.317
2022-02-03,,65.13,70.57,2.965,23.358
2022-02-04,,65.46,71.01,3.005,24.166
2022-02-07,,65.87,71.46,3.021,24.103
2022-02-08,,65.54,71.06,3.013,23.851
2022-02-09,,66.98,72.5,3.008,23.71
2022-02-10,,67.59,73.01,3.013,23.432
2022-02-11,,68.1,73.49,3.053,23.509
2022-02-14,,68.25,73.54,3.094,23.94
2022-02-15,,66.77,72.08,3.082,23.532
2022-02-16,,67.25,72.46,3.111,23.232
2022-02-17,,67.35,72.56,3.093,23.961
2022-02-18,,67.64,72.86,3.093,23.541
2022-02-21,,,73.8,,23.456
2022-02-22,,68.77,73.95,3.138,23.449
2022-02-23,,69.71,74.99,3.224,24.191
2022-02-24,,68.19,73.6,3.23,25.523
2022-02-25,,66.7,72.05,3.122,25.128
2022-02-28,,65.68,71.46,3.199,24.19
2022-03-01,,67.2,72.72,3.27,25.187
2022-03-02,,69.77,74.95,3.317,26.386
2022-03-03,,69.9,75.64,3.295,25.853
2022-03-04,,70.26,77.43,3.348,26.794
2022-03-07,,69.22,76.41,3.403,26.993
2022-03-08,,66.31,73.31,3.413,25.918
2022-03-09,,65.93,73.19,3.368,24.051
2022-03-10,,66.17,73.22,3.336,23.566
2022-03-11,,67.84,74.92,3.351,22.948
2022-03-14,,66.55,73.56,3.394,23.22
2022-03-15,,68.11,74.81,3.388,22.935
2022-03-16,,66.74,73.18,3.384,24.653
2022-03-17,,68.59,75.0,3.401,25.079
2022-03-18,,68.48,75.02,3.353,24.884
2022-03-21,,69.72,75.98,3.334,26.062
2022-03-22,,69.6,75.77,3.345,27.209
2022-03-23,,69.87,75.87,3.356,28.994
2022-03-24,,68.36,74.34,3.382,29.839
2022-03-25,,69.41,75.16,3.451,29.089
2022-03-28,,69.01,74.69,3.541,29.058
2022-03-29,,68.83,74.59,3.555,29.797
2022-03-30,,69.1,74.89,3.657,29.751
2022-03-31,,69.08,75.63,3.74,28.834
2022-04-01,,72.04,77.72,3.792,29.572
2022-04-04,,72.07,78.22,3.859,31.086
2022-04-05,,71.02,77.5,3.938,32.617
2022-04-06,,69.9,76.7,3.99,32.667
2022-04-07,,71.13,77.62,3.975,33.276
2022-04-08,,71.13,77.39,3.963,33.745
2022-04-11,,70.52,77.16,4.012,35.194
2022-04-12,,70.68,77.44,4.034,35.904
2022-04-13,,70.75,77.33,4.042,39.399
2022-04-14,,69.7,75.94,4.049,39.97
2022-04-18,,69.13,75.35,4.084,39.97
2022-04-19,,68.31,74.83,4.072,40.316
2022-04-20,,68.1,74.81,4.018,40.92
2022-04-21,,69.32,76.14,3.961,43.395
2022-04-22,,67.6,74.24,3.788,42.123
2022-04-25,,67.12,73.83,3.778,41.566
2022-04-26,,67.02,73.55,3.843,39.549
2022-04-27,,66.37,72.6,3.818,39.447
2022-04-28,,66.46,72.57,3.814,36.563
2022-04-29,,65.76,71.57,3.807,36.436
2022-05-02,,65.96,71.84,3.893,36.578
2022-05-03,,66.37,72.04,3.953,37.619
2022-05-04,,67.86,73.49,4.003,39.32
2022-05-05,,68.2,73.63,4.036,39.577
2022-05-06,,68.08,73.84,3.983,38.606
2022-05-09,,66.16,71.95,3.879,35.921
2022-05-10,,66.3,72.09,3.906,36.231
2022-05-11,,69.25,74.87,3.965,36.121
2022-05-12,,68.69,74.34,3.975,35.387
2022-05-13,,67.67,73.44,4.024,33.708
2022-05-16,,67.66,73.4,4.074,33.608
2022-05-17,,69.06,74.65,4.061,33.547
2022-05-18,,68.58,74.44,4.108,32.804
2022-05-19,,69.19,75.03,4.047,31.663
2022-05-20,,68.68,74.5,4.056,31.371
2022-05-23,,69.7,75.43,4.097,31.163
2022-05-24,,70.06,75.84,4.076,30.973
2022-05-25,,70.33,76.14,4.116,31.497
2022-05-26,,70.17,75.63,4.17,31.268
2022-05-27,,69.93,75.59,4.194,31.361
2022-05-30,,,75.07,,31.342
2022-05-31,,69.39,74.82,4.14,32.434
2022-06-01,,68.87,74.52,4.314,32.567
2022-06-02,,69.3,75.02,4.315,34.171
2022-06-03,,68.86,74.98,4.382,35.192
2022-06-06,,68.47,74.68,4.481,33.338
2022-06-07,,70.04,76.13,4.516,33.073
2022-06-08,,70.31,76.49,4.586,33.927
2022-06-09,,71.16,76.91,4.677,33.539
2022-06-10,,70.66,76.3,4.73,33.122
2022-06-13,,71.35,76.89,4.673,33.513
2022-06-14,,70.55,76.19,4.595,34.31
2022-06-15,,70.29,75.8,4.635,35.181
2022-06-16,,71.9,77.53,4.619,33.078
2022-06-17,,70.76,76.72,4.5,34.359
2022-06-20,,,76.74,,33.478
2022-06-21,,70.34,75.99,4.487,35.533
2022-06-22,,69.15,74.89,4.516,35.917
2022-06-23,,66.94,72.75,4.494,36.363
2022-06-24,,68.89,74.94,4.31,33.142
2022-06-27,,70.04,76.17,4.352,33.939
2022-06-28,,71.63,77.93,4.322,34.953
2022-06-29,,71.34,77.77,4.339,37.705
2022-06-30,,68.86,75.15,4.084,37.349
2022-07-01,,68.55,74.65,4.122,37.334
2022-07-04,,,76.08,,39.101
2022-07-05,,65.59,71.4,3.972,39.414
2022-07-06,,66.01,72.53,4.064,41.145
2022-07-07,,67.01,73.4,4.159,42.085
2022-07-08,,67.41,73.78,4.158,40.99
2022-07-11,,69.12,75.45,4.192,41.837
2022-07-12,,67.29,73.68,4.103,39.177
2022-07-13,,68.13,74.49,4.19,37.769
2022-07-14,,67.17,73.61,4.112,36.312
2022-07-15,,68.2,74.72,4.186,34.09
2022-07-18,,70.43,76.99,4.142,34.598
2022-07-19,,70.33,76.96,4.148,34.767
2022-07-20,,69.67,76.26,4.291,36.01
2022-07-21,,68.68,75.14,4.196,35.621
2022-07-22,,68.46,75.09,4.2,37.465
2022-07-25,,69.32,76.03,4.256,39.854
2022-07-26,,69.4,76.25,4.283,41.314
2022-07-27,,70.77,77.46,4.281,42.544
2022-07-28,,69.49,76.4,4.257,41.92
2022-07-29,,70.34,77.03,4.252,43.715
2022-08-01,,69.01,75.85,4.235,46.466
2022-08-02,,70.58,77.31,4.237,49.623
2022-08-03,,70.37,76.99,4.258,48.605
2022-08-04,,68.52,75.13,4.239,44.117
2022-08-05,,68.29,74.86,4.238,43.804
2022-08-08,,69.71,76.42,4.2,42.393
2022-08-09,,69.14,75.82,4.248,44.15
2022-08-10,,70.33,76.93,4.278,47.974
2022-08-11,,70.29,76.81,4.377,49.313
2022-08-12,,70.13,76.59,4.365,50.237
2022-08-15,,69.87,76.33,4.456,53.766
2022-08-16,,69.12,75.64,4.495,52.853
2022-08-17,,69.17,75.56,4.464,55.982
2022-08-18,,68.2,74.68,4.47,55.286
2022-08-19,,67.16,74.06,4.486,60.61
2022-08-22,,67.01,73.82,4.545,66.662
2022-08-23,,67.04,74.08,4.552,65.536
2022-08-24,,66.56,73.53,4.561,62.039
2022-08-25,,66.18,73.06,4.623,62.575
2022-08-26,,66.1,73.19,4.647,65.747
2022-08-29,,66.49,73.4,4.66,54.051
2022-08-30,,65.31,72.11,4.667,56.129
2022-08-31,,65.67,72.3,4.719,55.44
2022-09-01,,64.59,70.73,4.787,54.071
2022-09-02,,64.78,70.84,4.841,48.848
2022-09-05,,,69.96,,50.979
2022-09-06,,64.87,70.79,4.821,51.985
2022-09-07,,63.28,69.15,4.732,51.733
2022-09-08,,63.25,69.22,4.648,55.701
2022-09-09,,65.13,71.0,4.699,53.021
2022-09-12,,65.95,71.92,4.721,53.02
2022-09-13,,65.79,71.95,4.75,48.738
2022-09-14,,65.97,72.36,4.794,51.036
2022-09-15,,64.16,70.61,4.748,52.559
2022-09-16,,64.02,70.59,4.67,42.48
2022-09-19,,63.8,70.32,4.63,41.842
2022-09-20,,61.9,68.27,4.607,47.333
2022-09-21,,61.54,67.92,4.48,50.873
2022-09-22,,62.02,68.49,4.368,49.874
2022-09-23,,60.32,66.78,4.369,50.873
2022-09-26,,60.15,66.66,4.305,52.091
2022-09-27,,60.66,67.13,4.289,49.233
2022-09-28,,61.85,68.51,4.303,55.865
2022-09-29,,61.15,67.7,4.288,51.963
2022-09-30,,60.24,66.73,4.294,53.225
2022-10-03,,61.45,67.99,4.244,51.097
2022-10-04,,62.37,69.0,4.273,51.881
2022-10-05,,63.48,70.13,4.24,52.601
2022-10-06,,64.2,70.88,4.267,51.422
2022-10-07,,64.99,71.54,4.274,51.609
2022-10-10,,64.51,71.01,4.281,50.689
2022-10-11,,64.18,70.72,4.319,50.658
2022-10-12,,63.14,69.64,4.272,48.193
2022-10-13,,63.31,70.0,4.265,44.67
2022-10-14,,62.37,68.97,4.272,46.424
2022-10-17,,63.02,69.8,4.256,46.996
2022-10-18,,64.0,70.61,4.221,45.221
2022-10-19,,65.53,71.36,4.196,44.647
2022-10-20,,65.38,71.32,4.185,43.771
2022-10-21,,64.91,70.96,4.145,40.813
2022-10-24,,64.36,70.16,4.186,39.752
2022-10-25,,65.31,71.29,4.191,38.195
2022-10-26,,65.72,71.97,4.227,37.153
2022-10-27,,66.08,72.63,4.22,36.729
2022-10-28,,65.38,71.92,4.216,36.6
2022-10-31,,66.11,72.43,4.235,35.495
2022-11-01,,66.13,72.29,4.2,34.481
2022-11-02,,66.83,73.05,4.239,34.835
2022-11-03,,66.32,72.39,4.258,34.895
2022-11-04,,66.76,73.31,4.357,34.23
2022-11-07,,66.92,73.41,4.359,33.316
2022-11-08,,66.19,72.52,4.33,33.828
2022-11-09,,65.28,71.46,4.344,31.366
2022-11-10,,65.05,71.15,4.344,31.972
2022-11-11,,66.38,72.78,4.343,30.814
2022-11-14,,66.32,72.68,4.312,31.428
2022-11-15,,67.53,73.92,4.347,30.729
2022-11-16,,66.11,72.62,4.366,31.853
2022-11-17,,66.22,72.47,4.378,32.868
2022-11-18,,65.7,72.3,4.381,33.012
2022-11-21,,66.45,72.86,4.335,32.478
2022-11-22,,66.31,72.75,4.34,33.006
2022-11-23,,66.08,72.45,4.332,33.542
2022-11-24,,,72.9,,33.493
2022-11-25,,65.84,72.3,4.326,34.253
2022-11-28,,66.46,72.9,4.26,33.693
2022-11-29,,66.6,73.17,4.297,33.81
2022-11-30,,67.35,73.93,4.311,33.259
2022-12-01,,67.37,73.98,4.316,33.254
2022-12-02,,68.0,74.24,4.303,31.779
2022-12-05,,67.13,73.26,4.298,31.604
2022-12-06,,65.71,71.64,4.311,32.781
2022-12-07,,64.58,70.48,4.316,32.438
2022-12-08,,64.07,69.78,4.351,30.958
2022-12-09,,64.78,70.4,4.355,31.681
2022-12-12,,65.67,71.21,4.384,31.605
2022-12-13,,65.06,70.81,4.372,31.775
2022-12-14,,65.02,70.85,4.37,32.576
2022-12-15,,63.8,69.48,4.392,31.648
2022-12-16,,63.65,69.16,4.426,30.085
2022-12-19,,64.05,69.36,4.466,30.792
2022-12-20,,64.55,69.81,4.461,30.773
2022-12-21,,64.4,70.03,4.357,30.572
2022-12-22,,63.84,69.42,4.274,32.143
2022-12-23,,64.86,70.74,4.272,34.985
2022-12-27,,64.92,70.92,4.358,35.001
2022-12-28,,65.52,71.2,4.28,36.032
2022-12-29,,64.78,70.17,4.258,36.174
2022-12-30,,65.79,71.15,4.273,32.226
2023-01-02,,,71.15,,35.226
2023-01-03,,64.55,69.61,4.219,34.775
2023-01-04,,64.3,69.07,4.222,35.014
2023-01-05,,64.29,69.14,4.114,36.436
2023-01-06,,64.44,69.47,4.058,35.887
2023-01-09,,65.35,70.53,4.066,36.72
2023-01-10,,65.15,70.24,4.09,37.243
2023-01-11,,66.04,71.11,4.056,36.5
2023-01-12,,65.97,71.21,4.055,36.896
2023-01-13,,66.22,71.54,4.064,36.181
2023-01-16,,,71.17,,34.95
2023-01-17,,64.57,70.56,4.08,34.899
2023-01-18,,64.37,70.35,4.078,35.364
2023-01-19,,65.01,70.96,4.085,35.296
2023-01-20,,65.25,71.39,4.094,35.45
2023-01-23,,65.81,71.88,4.108,34.761
2023-01-24,,64.98,70.95,4.077,33.945
2023-01-25,,64.65,70.6,4.02,33.522
2023-01-26,,64.44,70.56,4.022,33.41
2023-01-27,,63.99,70.04,4.013,33.595
2023-01-30,,63.94,69.9,3.934,33.479
2023-01-31,,64.81,70.86,3.945,33.363
2023-02-01,,63.84,69.79,3.842,33.19
2023-02-02,,63.79,69.81,3.822,33.303
2023-02-03,,62.57,68.42,3.781,32.873
2023-02-06,,63.08,68.87,3.764,33.419
2023-02-07,,63.44,69.44,3.86,33.292
2023-02-08,,64.07,70.1,3.816,33.727
2023-02-09,,63.85,69.71,3.768,33.136
2023-02-10,,64.41,70.39,3.75,33.981
2023-02-13,,65.15,70.92,3.693,33.332
2023-02-14,,65.12,70.84,3.717,33.538
2023-02-15,,65.4,71.13,3.702,33.808
2023-02-16,,65.51,71.3,3.702,33.684
2023-02-17,,64.57,70.34,3.664,33.128
2023-02-20,,,71.24,,32.457
2023-02-21,,64.81,70.68,3.679,32.013
2023-02-22,,64.49,70.39,3.709,31.999
2023-02-23,,64.53,70.27,3.757,31.832
2023-02-24,,64.23,70.03,3.801,31.833
2023-02-27,,63.46,69.12,3.841,31.984
2023-02-28,,63.04,68.68,3.889,31.515
2023-03-01,,63.36,69.12,3.97,31.118
2023-03-02,,63.65,69.22,3.978,31.115
2023-03-03,,64.57,70.03,4.018,31.141
2023-03-06,,64.78,70.23,4.038,30.596
2023-03-07,,63.52,68.97,4.179,30.531
2023-03-08,,63.4,69.01,4.146,30.596
2023-03-09,,63.18,68.73,4.058,30.417
2023-03-10,,63.3,68.8,4.137,32.267
2023-03-13,,62.75,68.22,4.148,32.808
2023-03-14,,62.09,67.56,4.199,30.212
2023-03-15,,60.92,66.7,4.158,30.308
2023-03-16,13.04,61.62,67.56,4.2,30.878
2023-03-17,13.25,61.61,67.58,4.193,30.606
2023-03-20,1.75,61.89,67.93,4.119,30.677
2023-03-21,13.75,62.06,67.9,4.191,31.729
2023-03-22,12.75,62.18,68.26,4.13,30.791
2023-03-23,6.625,62.19,68.22,4.17,31.712
2023-03-24,12.764,62.17,68.03,4.136,31.359
2023-03-27,12.544,63.29,69.21,4.097,31.59
2023-03-28,12.834,63.42,69.26,4.068,32.123
2023-03-29,12.6,63.4,69.1,4.095,32.122
2023-03-30,12.825,63.24,68.77,4.064,33.283
2023-03-31,-1.5,63.39,68.94,4.083,35.142
2023-04-03,,63.54,69.25,4.062,35.824
2023-04-04,,63.6,69.2,4.074,34.219
2023-04-05,,63.78,69.53,4.03,33.777
2023-04-06,,63.65,69.4,3.986,33.472
2023-04-07,,63.65,,3.986,
2023-04-10,-1.5,63.41,68.95,4.061,33.472
2023-04-11,,63.96,69.37,4.071,34.705
2023-04-12,,64.63,70.03,3.997,34.864
2023-04-13,,64.68,69.97,3.965,34.504
2023-04-14,,64.89,70.13,3.985,34.57
2023-04-17,,64.79,69.94,4.061,35.282
2023-04-18,12.834,65.17,70.35,4.059,35.341
2023-04-19,12.038,64.66,69.83,4.081,34.137
2023-04-20,,63.88,69.06,4.113,34.615
2023-04-21,12.05,65.25,70.27,4.12,34.557
2023-04-24,11.723,65.58,70.7,4.153,35.027
2023-04-25,11.761,64.32,69.44,4.131,35.176
2023-04-26,11.478,63.95,68.98,4.112,35.831
2023-04-27,1.872,63.62,68.59,4.116,36.679
2023-04-28,-1.25,64.9,69.82,4.135,36.169
2023-05-01,,64.16,69.11,4.092,36.878
2023-05-02,,63.03,68.15,4.088,35.394
2023-05-03,,61.8,67.02,4.075,35.215
2023-05-04,,60.88,66.33,4.09,35.304
2023-05-05,,62.18,67.58,4.087,35.462
2023-05-08,,63.14,68.62,4.055,35.703
2023-05-09,,63.82,69.17,4.038,36.314
2023-05-10,,63.43,68.9,4.024,35.846
2023-05-11,,62.33,67.74,4.017,35.77
2023-05-12,,61.9,67.46,4.007,35.489
2023-05-15,,62.41,68.04,4.011,35.472
2023-05-16,9.935,62.38,67.89,3.984,35.383
2023-05-17,18.679,63.53,69.15,3.953,35.753
2023-05-18,9.465,63.48,68.99,3.96,34.692
2023-05-19,9.191,62.27,67.83,3.905,33.923
2023-05-22,,62.26,67.74,3.868,33.34
2023-05-23,9.879,62.75,68.23,3.839,33.774
2023-05-24,9.25,63.51,68.89,3.894,33.556
2023-05-25,8.569,62.26,67.67,3.865,32.386
2023-05-26,8.908,62.84,68.4,3.893,32.328
2023-05-29,,,68.61,,31.955
2023-05-30,,61.49,66.86,3.853,31.741
2023-05-31,,60.73,66.35,3.818,32.228
2023-06-01,1.1,61.51,67.03,3.676,31.721
2023-06-02,,62.25,67.84,3.716,32.03
2023-06-05,,61.77,67.42,3.736,33.362
2023-06-06,,61.58,67.17,3.724,32.779
2023-06-07,,61.92,67.53,3.741,33.763
2023-06-08,,61.09,66.75,3.758,34.829
2023-06-09,,61.0,66.82,3.738,34.755
2023-06-12,,59.99,65.68,3.735,34.375
2023-06-13,,61.59,67.38,3.73,35.199
2023-06-14,,61.02,66.72,3.765,35.158
2023-06-15,,62.46,68.28,3.777,34.652
2023-06-16,11.499,62.94,68.75,3.747,32.867
2023-06-19,12.458,,68.31,,32.978
2023-06-20,13.062,62.63,68.4,3.794,33.239
2023-06-21,12.732,63.14,68.97,3.849,31.562
2023-06-22,11.59,61.91,67.63,3.867,31.155
2023-06-23,11.722,61.6,67.28,3.816,29.996
2023-06-26,11.841,61.84,67.54,3.795,29.121
2023-06-27,12.237,61.9,67.57,3.787,30.168
2023-06-28,11.675,62.17,67.93,3.744,30.461
2023-06-29,12.352,62.18,67.83,3.707,32.215
2023-06-30,13.127,62.45,68.28,3.725,32.628
2023-07-03,,61.42,67.22,3.726,32.078
2023-07-04,12.613,,68.54,,32.416
2023-07-05,11.97,62.71,68.48,3.699,33.552
2023-07-06,11.825,62.38,68.02,3.716,33.326
2023-07-07,12.159,62.55,68.42,3.725,33.718
2023-07-10,11.18,63.04,68.87,3.73,31.377
2023-07-11,11.408,63.84,69.6,3.743,31.101
2023-07-12,10.863,64.04,69.86,3.739,30.675
2023-07-13,11.12,64.58,70.44,3.69,31.481
2023-07-14,10.563,63.89,69.69,3.726,32.436
2023-07-17,10.643,63.92,69.76,3.715,32.624
2023-07-18,11.435,64.76,70.36,3.742,33.647
2023-07-19,10.476,65.21,70.87,3.728,34.086
2023-07-20,11.144,65.16,70.77,3.752,34.48
2023-07-21,10.896,65.51,71.22,3.77,34.161
2023-07-24,11.595,66.17,71.84,3.803,34.936
2023-07-25,12.18,66.22,71.89,3.817,34.705
2023-07-26,10.849,66.11,71.79,3.841,34.027
2023-07-27,10.596,66.61,72.25,3.83,33.859
2023-07-28,10.302,67.08,72.7,3.839,33.397
2023-07-31,11.212,67.35,73.0,3.824,33.31
2023-08-01,,67.12,72.68,3.801,33.17
2023-08-02,,66.03,71.61,3.825,33.583
2023-08-03,,66.89,72.59,3.812,33.717
2023-08-04,10.588,67.63,73.2,3.8,34.014
2023-08-07,9.698,67.76,73.31,3.846,33.875
2023-08-08,11.581,68.31,73.81,3.84,34.453
2023-08-09,13.221,68.67,74.13,3.802,34.67
2023-08-10,12.403,68.1,73.61,3.787,34.195
2023-08-11,12.302,67.97,73.41,3.827,34.472
2023-08-14,12.174,67.91,73.27,3.83,34.49
2023-08-15,13.241,67.33,72.76,3.834,35.605
2023-08-16,14.112,67.51,72.76,3.837,35.326
2023-08-17,14.241,67.8,73.11,3.824,35.646
2023-08-18,14.177,68.24,73.56,3.809,35.869
2023-08-21,14.688,68.28,73.66,3.84,35.409
2023-08-22,14.65,68.19,73.57,3.819,35.396
2023-08-23,13.617,67.87,73.2,3.835,34.45
2023-08-24,11.617,67.23,72.62,3.786,34.109
2023-08-25,12.334,67.64,73.03,3.788,34.773
2023-08-28,13.347,67.43,72.82,3.782,36.352
2023-08-29,12.33,68.0,73.4,3.75,35.375
2023-08-30,12.642,67.96,73.32,3.788,35.646
2023-08-31,11.633,68.37,73.72,3.799,35.31
2023-09-01,11.574,69.02,74.42,3.784,35.927
2023-09-04,12.867,,74.94,,35.885
2023-09-05,13.229,69.43,74.86,3.747,36.118
2023-09-06,12.32,69.41,74.81,3.759,35.647
2023-09-07,12.938,69.74,75.09,3.742,36.311
2023-09-08,13.422,69.49,74.91,3.748,36.85
2023-09-11,11.815,69.71,75.02,3.695,37.544
2023-09-12,11.432,69.81,75.12,3.741,37.053
2023-09-13,12.193,69.66,75.03,3.784,37.556
2023-09-14,11.242,70.0,75.37,3.796,37.156
2023-09-15,11.717,69.51,74.94,3.752,37.144
2023-09-18,13.814,69.96,75.39,3.793,36.766
2023-09-19,14.298,70.1,75.51,3.785,36.597
2023-09-20,14.221,70.29,75.63,3.805,36.055
2023-09-21,14.27,70.47,75.86,3.828,35.787
2023-09-22,14.817,69.75,74.98,3.869,35.742
2023-09-25,15.03,70.07,75.28,3.833,36.019
2023-09-26,14.019,70.19,75.44,3.853,35.151
2023-09-27,14.028,70.57,75.73,3.823,34.803
2023-09-28,14.045,70.57,75.77,3.847,34.909
2023-09-29,13.872,70.27,75.49,3.839,34.725
2023-10-02,12.412,70.16,75.36,3.83,34.23
2023-10-03,12.351,70.0,75.29,3.862,33.254
2023-10-04,12.586,67.21,72.36,3.83,33.713
2023-10-05,11.928,66.38,71.4,3.841,33.294
2023-10-06,12.571,66.48,71.5,3.837,33.778
2023-10-09,14.044,67.5,72.56,3.854,34.776
2023-10-10,16.125,68.29,73.36,3.872,35.692
2023-10-11,15.082,68.65,73.71,3.886,35.361
2023-10-12,17.075,68.73,73.82,3.915,35.501
2023-10-13,17.475,70.04,75.32,3.92,35.349
2023-10-16,17.499,70.31,75.56,3.91,34.26
2023-10-17,17.772,70.48,75.78,3.917,34.513
2023-10-18,18.259,70.92,76.1,3.91,34.695
2023-10-19,18.664,70.5,75.7,3.918,34.562
2023-10-20,18.23,70.07,75.28,3.924,34.562
2023-10-23,18.622,69.67,74.82,3.928,35.335
2023-10-24,17.736,69.34,74.5,3.913,34.784
2023-10-25,18.028,70.16,75.32,3.921,34.976
2023-10-26,17.727,69.59,74.85,3.908,35.241
2023-10-27,17.981,70.34,75.54,3.877,35.524
2023-10-30,17.595,69.44,74.65,3.899,35.503
2023-10-31,15.971,69.18,74.34,3.882,34.436
2023-11-01,17.619,68.86,74.0,3.946,34.169
2023-11-02,17.583,69.57,74.79,4.017,34.729
2023-11-03,17.159,68.86,74.04,4.012,35.184
2023-11-06,16.294,69.54,74.61,4.032,34.448
2023-11-07,16.791,67.39,72.41,4.029,34.445
2023-11-08,16.519,66.37,71.41,3.98,34.498
2023-11-09,17.478,66.82,71.85,3.969,35.231
2023-11-10,16.653,67.65,72.65,3.957,34.754
2023-11-13,17.055,68.15,73.25,3.97,34.665
2023-11-14,17.691,67.65,72.88,3.965,34.816
2023-11-15,17.269,67.37,72.59,3.998,34.737
2023-11-16,17.207,65.5,70.69,3.976,34.474
2023-11-17,17.087,67.23,72.55,3.95,34.546
2023-11-20,17.345,68.01,73.39,3.922,34.556
2023-11-21,16.496,67.8,73.24,3.879,34.342
2023-11-22,16.895,67.29,72.75,3.886,34.522
2023-11-23,17.352,,72.48,,34.879
2023-11-24,16.948,66.6,72.01,3.923,34.865
2023-11-27,16.435,66.29,71.66,3.921,34.323
2023-11-28,15.92,66.88,72.3,3.855,34.266
2023-11-29,14.841,67.6,73.0,3.876,33.272
2023-11-30,15.599,66.55,71.85,3.825,33.727
